"file= exampleRecording_1012016_plate1_DIV1"
" "
"recording time (s): [0.01 ,35]"
" "
"Network Spike analysis at well level"
"well","n","peak.m","peak.sd","durn.m","durn.sd","percent.of.spikes.in.ns","mean.spikes.in.ns","mean.insis","peak.min","peak.max","treatment","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126","t127","t128","t129","t130","t131","t132","t133","t134","t135","t136","t137","t138","t139","t140","t141","t142","t143","t144","t145","t146","t147","t148","t149","t150","t151","t152","t153","t154","t155","t156","t157","t158","t159","t160","t161","t162","t163","t164","t165","t166","t167","t168","t169","t170","t171","t172","t173","t174","t175","t176","t177","t178","t179","t180","t181","t182","t183","t184","t185","t186","t187","t188","t189","t190","t191","t192","t193","t194","t195","t196","t197","t198","t199","t200","t201"
"C2_23","1","0","0","0",NA,NA,NA
"C2_24","97","12","13","13.4020618556701","1.08333333333333","0.288675134594813","1.99090909090909"
"C2_31","257","26","31","12.0622568093385","1.19230769230769","0.49146562599887","0.8768"
"C2_32","2","1","1","50","1",NA,NA
"C2_33","340","28","36","10.5882352941176","1.28571428571429","0.658682346706236","0.791481481481481"
"C2_34","4","0","0","0",NA,NA,NA
"C2_41","9","1","1","11.1111111111111","1",NA,NA
"C2_43","255","37","39","15.2941176470588","1.05405405405405","0.328797974610715","0.608333333333333"
"C2_44","43","3","6","13.953488372093","2","1.73205080756888","9.665"
"C3_11","319","54","60","18.8087774294671","1.11111111111111","0.371974165600534","0.557735849056604"
"C3_12","506","81","90","17.7865612648221","1.11111111111111","0.387298334620742","0.37075"
"C3_13","91","9","9","9.89010989010989","1","0","3.60375"
"C3_14","945","84","129","13.6507936507937","1.53571428571429","0.798287754553813","0.357349397590361"
"C3_21","884","75","104","11.7647058823529","1.38666666666667","0.751455045019118","0.399459459459459"
"C3_23","26","3","3","11.5384615384615","1","0","5.62"
"C3_24","916","80","114","12.4454148471616","1.425","0.725223666939109","0.376075949367089"
"C3_31","3","1","1","33.3333333333333","1",NA,NA
"C3_32","434","59","69","15.8986175115207","1.16949152542373","0.460604639086096","0.512241379310345"
"C3_33","371","69","73","19.6765498652291","1.05797101449275","0.235400657891435","0.436911764705882"
"C3_34","39","5","5","12.8205128205128","1","0","6.8825"
"C3_41","647","80","98","15.1468315301391","1.225","0.573132630948743","0.376075949367089"
"C3_42","235","29","30","12.7659574468085","1.03448275862069","0.185695338177052","1.045"
"C6_11","10","4","4","40","1","0","0.38"
"C6_12","369","46","49","13.2791327913279","1.06521739130435","0.249637418228338","1.012"
"C6_13","81","18","18","22.2222222222222","1","0","2.66352941176471"
"C6_21","399","64","64","16.0401002506266","1","0","0.730952380952381"
"C6_22","239","61","63","26.3598326359833","1.0327868852459","0.179556222834158","0.730666666666667"
"C6_31","277","58","63","22.7436823104693","1.08620689655172","0.283120627606264","0.662456140350877"
"C6_41","269","51","55","20.4460966542751","1.07843137254902","0.271524382323353","0.921"
"C6_42","223","50","50","22.4215246636771","1","0","0.89469387755102"
"C6_43","13","6","6","46.1538461538462","1","0","8.768"
"C6_44","201","43","43","21.3930348258706","1","0","0.896666666666667"
"C7_11","422","24","29","6.87203791469194","1.20833333333333","0.414851116999053","1.92739130434783"
"C7_12","476","9","9","1.89075630252101","1","0","4.26375"
"C7_13","143","17","20","13.986013986014","1.17647058823529","0.392952623996688","2.420625"
"C7_14","4","0","0","0",NA,NA,NA
"C7_21","60","8","8","13.3333333333333","1","0","6.33285714285714"
"C7_23","167","19","19","11.377245508982","1","0","2.15444444444444"
"C7_24","4","1","1","25","1",NA,NA
"C7_32","7","1","1","14.2857142857143","1",NA,NA
"C7_34","496","21","23","4.63709677419355","1.0952380952381","0.300792603759119","2.2165"
"C7_41","29","3","3","10.3448275862069","1","0","11.935"
"C7_42","4","1","1","25","1",NA,NA
"C7_43","136","10","10","7.35294117647059","1","0","4.26"
"C7_44","73","7","7","9.58904109589041","1","0","6.38166666666667"
"D2_11","1442","63","107","7.42024965325936","1.6984126984127","0.92692555700188","0.634193548387097"
"D2_12","1531","64","99","6.46636185499673","1.546875","0.90728423470249","0.624126984126984"
"D2_13","1162","66","94","8.0895008605852","1.42424242424242","0.745460230804404","0.604"
"D2_14","613","46","64","10.4404567699837","1.39130434782609","0.773972749148909","0.873777777777778"
"D2_21","746","49","65","8.71313672922252","1.3265306122449","0.657892946649909","0.819166666666667"
"D2_22","1","0","0","0",NA,NA,NA
"D2_31","187","19","28","14.9732620320856","1.47368421052632","0.904827856717728","2.09277777777778"
"D2_32","2","1","1","50","1",NA,NA
"D2_33","596","37","49","8.22147651006711","1.32432432432432","0.668915127237714","1.06416666666667"
"D2_34","702","41","60","8.54700854700855","1.46341463414634","0.839570157152151","0.977"
"D2_41","769","68","77","10.0130039011704","1.13235294117647","0.341393621669465","0.583283582089552"
"D2_42","1075","60","87","8.09302325581395","1.45","0.811464463960799","0.666440677966102"
"D2_43","31","4","5","16.1290322580645","1.25","0.5","12.2966666666667"
"D2_44","632","65","73","11.5506329113924","1.12307692307692","0.375320375966167","0.610625"
"D3_12","7","1","1","14.2857142857143","1",NA,NA
"D3_13","1005","43","64","6.3681592039801","1.48837209302326","0.735886023241818","0.251428571428571"
"D3_14","535","34","45","8.41121495327103","1.32352941176471","0.588814331763887","0.32"
"D3_21","991","43","67","6.76084762865792","1.55813953488372","0.983248396204069","0.268809523809524"
"D3_22","426","23","35","8.21596244131455","1.52173913043478","0.99405346560943","0.501363636363637"
"D3_23","207","15","19","9.17874396135266","1.26666666666667","0.79880863671798","0.754285714285714"
"D3_24","196","17","23","11.734693877551","1.35294117647059","0.701888209634219","0.654375"
"D3_31","1024","49","72","7.03125","1.46938775510204","0.648782218735177","0.238125"
"D3_32","468","21","34","7.26495726495726","1.61904761904762","0.804747816162957","0.5715"
"D3_33","733","37","51","6.95770804911323","1.37837837837838","0.720777024827734","0.3175"
"D3_34","7","1","1","14.2857142857143","1",NA,NA
"D3_41","942","45","66","7.00636942675159","1.46666666666667","0.786245393106896","0.259772727272727"
"D3_42","34","5","7","20.5882352941176","1.4","0.547722557505166","2.8475"
"D3_43","473","31","37","7.82241014799154","1.19354838709677","0.477448415273642","0.376333333333333"
"D3_44","278","19","23","8.27338129496403","1.21052631578947","0.713282503517759","0.610555555555556"
"D6_12","2","0","0","0",NA,NA,NA
"D6_13","320","68","70","21.875","1.02941176470588","0.170213933457599","0.679850746268657"
"D6_14","11","7","7","63.6363636363636","1","0","0.341666666666667"
"D6_22","1","0","0","0",NA,NA,NA
"D6_23","90","18","18","20","1","0","0.571764705882353"
"D6_24","563","101","111","19.7158081705151","1.0990099009901","0.331811708504974","0.4569"
"D6_32","626","70","70","11.1821086261981","1","0","0.657971014492754"
"D6_33","180","51","53","29.4444444444444","1.03921568627451","0.196039211763921","0.9138"
"D6_34","375","91","105","28","1.15384615384615","0.362800126273313","0.263222222222222"
"D6_41","268","71","71","26.4925373134328","1","0","0.337142857142857"
"D6_42","419","97","104","24.8210023866348","1.07216494845361","0.260105054113252","0.423645833333333"
"D6_43","2","0","0","0",NA,NA,NA
"D6_44","196","53","58","29.5918367346939","1.09433962264151","0.295097828850303","0.782115384615385"
"D7_11","396","14","15","3.78787878787879","1.07142857142857","0.267261241912424","3.05769230769231"
"D7_12","43","3","3","6.97674418604651","1","0","1.02"
"D7_14","1664","34","35","2.10336538461538","1.02941176470588","0.171498585142509","1.29181818181818"
"D7_22","67","7","7","10.4477611940299","1","0","6.98666666666667"
"D7_23","202","17","17","8.41584158415842","1","0","2.66"
"D7_24","29","8","8","27.5862068965517","1","0","3.50142857142857"
"D7_31","134","10","10","7.46268656716418","1","0","4.56666666666667"
"D7_33","214","18","18","8.41121495327103","1","0","2.47235294117647"
"D7_41","12","2","2","16.6666666666667","1","0","28.97"
"D7_42","7","2","2","28.5714285714286","1","0","0.0499999999999972"
"D7_43","229","23","27","11.7903930131004","1.17391304347826","0.650326764931116","1.93772727272727"
"D7_44","399","29","33","8.27067669172932","1.13793103448276","0.350931203171798","1.52"
"E2_11","81","6","9","11.1111111111111","1.5","0.836660026534076","7.524"
"E2_12","1","1","1","100","1",NA,NA
"E2_13","109","9","12","11.0091743119266","1.33333333333333","0.707106781186548","3.08125"
"E2_14","749","29","42","5.60747663551402","1.44827586206897","0.572351471472339","1.48"
"E2_21","463","26","34","7.34341252699784","1.30769230769231","0.61768799691953","1.622"
"E2_22","292","10","16","5.47945205479452","1.6","1.07496769977314","4.50333333333333"
"E2_24","1407","40","61","4.33546552949538","1.525","0.933356226825453","1.0625641025641"
"E2_31","155","17","24","15.4838709677419","1.41176470588235","0.795206225564457","2.585"
"E2_32","620","35","47","7.58064516129032","1.34285714285714","0.764770520862194","1.21882352941176"
"E2_33","3","1","1","33.3333333333333","1",NA,NA
"E2_34","521","26","37","7.10172744721689","1.42307692307692","0.702741882803461","1.6576"
"E2_41","61","6","6","9.83606557377049","1","0","7.856"
"E2_42","600","31","42","7","1.35483870967742","0.608187860054999","1.37866666666667"
"E2_43","104","3","4","3.84615384615385","1.33333333333333","0.577350269189626","11.725"
"E2_44","37","3","3","8.10810810810811","1","0","11.65"
"E3_11","343","28","29","8.45481049562682","1.03571428571429","0.188982236504614","1.36703703703704"
"E3_12","76","14","14","18.4210526315789","1","0","2.74384615384615"
"E3_13","1486","55","84","5.65275908479139","1.52727272727273","0.857527571191466","0.688148148148148"
"E3_21","69","10","10","14.4927536231884","1","0","3.94777777777778"
"E3_22","71","13","13","18.3098591549296","1","0","3.01"
"E3_23","526","30","37","7.03422053231939","1.23333333333333","0.626062315579293","1.27689655172414"
"E3_24","2","0","0","0",NA,NA,NA
"E3_31","597","28","38","6.36515912897822","1.35714285714286","0.62148482382387","1.37148148148148"
"E3_32","134","14","16","11.9402985074627","1.14285714285714","0.363136519601281","2.77846153846154"
"E3_33","752","44","52","6.91489361702128","1.18181818181818","0.445793114636243","0.853720930232558"
"E3_34","841","48","68","8.08561236623068","1.41666666666667","0.846352206080653","0.79063829787234"
"E3_41","1238","57","81","6.54281098546042","1.42105263157895","0.730639847302462","0.663571428571428"
"E3_42","85","10","10","11.7647058823529","1","0","3.74666666666667"
"E3_43","305","21","21","6.88524590163934","1","0","1.858"
"E3_44","6","0","0","0",NA,NA,NA
"E4_12","2","1","1","50","1",NA,NA
"E4_13","13","4","4","30.7692307692308","1","0","14.71"
"E4_14","147","45","51","34.6938775510204","1.13333333333333","0.343775825476164","1.08045454545455"
"E4_21","563","105","177","31.4387211367673","1.68571428571429","0.788307409218365","0.469423076923077"
